Mod:Item:MetaData, Localized Name
gregtech:ore_chalcocite_0:1, Nether Chalcocite Ore
gregtech:ore_chalcocite_0:2, End Chalcocite Ore
gregtech:ore_realgar_0:0, Realgar Ore
gregtech:ore_realgar_0:1, Nether Realgar Ore
gregtech:ore_realgar_0:2, End Realgar Ore
gregtech:ore_bastnasite_0:0, Bastnasite Ore
gregtech:ore_bastnasite_0:1, Nether Bastnasite Ore
gregtech:ore_bastnasite_0:2, End Bastnasite Ore
gregtech:ore_pentlandite_0:0, Pentlandite Ore
gregtech:ore_pentlandite_0:1, Nether Pentlandite Ore
gregtech:ore_pentlandite_0:2, End Pentlandite Ore
gregtech:ore_spodumene_0:0, Spodumene Ore
gregtech:ore_spodumene_0:1, Nether Spodumene Ore
gregtech:ore_spodumene_0:2, End Spodumene Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Nether Lepidolite Ore
gregtech:ore_lepidolite_0:2, End Lepidolite Ore
gregtech:ore_glauconite_sand_0:0, Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:1, Nether Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:2, End Glauconite Sand Ore
gregtech:ore_malachite_0:0, Malachite Ore
gregtech:ore_malachite_0:1, Nether Malachite Ore
gregtech:ore_malachite_0:2, End Malachite Ore
gregtech:ore_mica_0:0, Mica Ore
gregtech:ore_mica_0:1, Nether Mica Ore
gregtech:ore_mica_0:2, End Mica Ore
gregtech:ore_barite_0:0, Barite Ore
gregtech:ore_barite_0:1, Nether Barite Ore
gregtech:ore_barite_0:2, End Barite Ore
gregtech:ore_alunite_0:0, Alunite Ore
gregtech:ore_alunite_0:1, Nether Alunite Ore
gregtech:ore_alunite_0:2, End Alunite Ore
gregtech:ore_talc_0:0, Talc Ore
gregtech:ore_talc_0:1, Nether Talc Ore
gregtech:ore_talc_0:2, End Talc Ore
gregtech:ore_soapstone_0:0, Soapstone Ore
gregtech:ore_soapstone_0:1, Nether Soapstone Ore
gregtech:ore_soapstone_0:2, End Soapstone Ore
gregtech:ore_kyanite_0:0, Kyanite Ore
gregtech:ore_kyanite_0:1, Nether Kyanite Ore
gregtech:ore_kyanite_0:2, End Kyanite Ore
gregtech:ore_pyrochlore_0:0, Pyrochlore Ore
gregtech:ore_pyrochlore_0:1, Nether Pyrochlore Ore
gregtech:ore_pyrochlore_0:2, End Pyrochlore Ore
gregtech:ore_oilsands_0:0, Oilsands Ore
gregtech:ore_oilsands_0:1, Nether Oilsands Ore
gregtech:ore_oilsands_0:2, End Oilsands Ore
gregtech:ore_olivine_0:0, Olivine Ore
gregtech:ore_olivine_0:1, Nether Olivine Ore
gregtech:ore_olivine_0:2, End Olivine Ore
gregtech:ore_opal_0:0, Opal Ore
gregtech:ore_opal_0:1, Nether Opal Ore
gregtech:ore_opal_0:2, End Opal Ore
gregtech:ore_amethyst_0:0, Amethyst Ore
gregtech:ore_amethyst_0:1, Nether Amethyst Ore
gregtech:ore_amethyst_0:2, End Amethyst Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Nether Lapis Ore
gregtech:ore_lapis_0:2, End Lapis Ore
gregtech:ore_apatite_0:0, Apatite Ore
gregtech:ore_apatite_0:1, Nether Apatite Ore
gregtech:ore_apatite_0:2, End Apatite Ore
gregtech:ore_tricalcium_phosphate_0:0, Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:1, Nether Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:2, End Tricalcium Phosphate Ore
gregtech:ore_garnet_red_0:0, Red Garnet Ore
gregtech:ore_garnet_red_0:1, Nether Red Garnet Ore
gregtech:ore_garnet_red_0:2, End Red Garnet Ore
gregtech:ore_garnet_yellow_0:0, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:1, Nether Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:2, End Yellow Garnet Ore
gregtech:ore_vanadium_magnetite_0:0, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:1, Nether Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:2, End Vanadium Magnetite Ore
gregtech:ore_pollucite_0:0, Pollucite Ore
gregtech:ore_pollucite_0:1, Nether Pollucite Ore
gregtech:ore_pollucite_0:2, End Pollucite Ore
gregtech:ore_bentonite_0:0, Bentonite Ore
gregtech:ore_bentonite_0:1, Nether Bentonite Ore
gregtech:ore_bentonite_0:2, End Bentonite Ore
gregtech:ore_fullers_earth_0:0, Fullers Earth Ore
gregtech:ore_fullers_earth_0:1, Nether Fullers Earth Ore
gregtech:ore_fullers_earth_0:2, End Fullers Earth Ore
gregtech:ore_pitchblende_0:0, Pitchblende Ore
gregtech:ore_pitchblende_0:1, Nether Pitchblende Ore
gregtech:ore_pitchblende_0:2, End Pitchblende Ore
gregtech:ore_monazite_0:0, Monazite Ore
gregtech:ore_monazite_0:1, Nether Monazite Ore
gregtech:ore_monazite_0:2, End Monazite Ore
gregtech:ore_trona_0:0, Trona Ore
gregtech:ore_trona_0:1, Nether Trona Ore
gregtech:ore_trona_0:2, End Trona Ore
gregtech:ore_gypsum_0:0, Gypsum Ore
gregtech:ore_gypsum_0:1, Nether Gypsum Ore
gregtech:ore_gypsum_0:2, End Gypsum Ore
gregtech:ore_zeolite_0:0, Zeolite Ore
gregtech:ore_zeolite_0:1, Nether Zeolite Ore
gregtech:ore_zeolite_0:2, End Zeolite Ore
gregtech:ore_redstone_0:0, Redstone Ore
gregtech:ore_redstone_0:1, Nether Redstone Ore
gregtech:ore_redstone_0:2, End Redstone Ore
gregtech:ore_electrotine_0:0, Electrotine Ore
gregtech:ore_electrotine_0:1, Nether Electrotine Ore
gregtech:ore_electrotine_0:2, End Electrotine Ore
gregtech:ore_diatomite_0:0, Diatomite Ore
gregtech:ore_diatomite_0:1, Nether Diatomite Ore
gregtech:ore_diatomite_0:2, End Diatomite Ore
gregtech:ore_granitic_mineral_sand_0:0, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:1, Nether Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:2, End Granitic Mineral Sand Ore
gregtech:ore_garnet_sand_0:0, Garnet Sand Ore
gregtech:ore_garnet_sand_0:1, Nether Garnet Sand Ore
gregtech:ore_garnet_sand_0:2, End Garnet Sand Ore
gregtech:ore_basaltic_mineral_sand_0:0, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:1, Nether Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:2, End Basaltic Mineral Sand Ore
gcym:unique_casing:0, Crushing Wheels
gcym:unique_casing:1, Slicing Blades
gcym:unique_casing:2, Electrolytic Cell
gcym:unique_casing:3, Heat Vent
gcym:unique_casing:4, Molybdenum Disilicide Coil Block
gcym:large_multiblock_casing:0, Secure Maceration Casing
gcym:large_multiblock_casing:1, High Temperature Smelting Casing
gcym:large_multiblock_casing:2, Large-Scale Assembler Casing
gcym:large_multiblock_casing:3, Stress Proof Casing
gcym:large_multiblock_casing:4, Corrosion Proof Casing
gcym:large_multiblock_casing:5, Vibration-Safe Casing
gcym:large_multiblock_casing:6, Watertight Casing
gcym:large_multiblock_casing:7, Shock Proof Cutting Casing
gcym:large_multiblock_casing:8, Nonconducting Casing
gcym:large_multiblock_casing:9, Reaction-Safe Casing
gcym:large_multiblock_casing:10, Laser-Safe Engraving Casing
gcym:large_multiblock_casing:11, Atomic Casing
gcym:large_multiblock_casing:12, Industrial Steam Casing
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
icbmclassic:grenade:5, Anvil Grenade
icbmclassic:grenade:12, Colorful Grenade
icbmclassic:grenade:6, Repulsive Grenade
icbmclassic:grenade:7, Attractive Grenade
icbmclassic:grenade:2, Incendiary Grenade
icbmclassic:grenade:3, Debilitation Grenade
icbmclassic:grenade:0, Conventional Grenade
icbmclassic:grenade:1, Shrapnel Grenade
icbmclassic:grenade:4, Chemical Grenade
icbmclassic:grenade:14, Smoke Marking Grenade
icbmclassic:bombcart:5, Anvil Minecart
icbmclassic:bombcart:6, Repulsive Minecart
icbmclassic:bombcart:7, Attractive Minecart
icbmclassic:bombcart:10, Sonic Minecart
icbmclassic:bombcart:22, Antimatter Minecart
icbmclassic:bombcart:2, Incendiary Minecart
icbmclassic:bombcart:23, Red Matter Minecart
icbmclassic:bombcart:8, Fragmentation Minecart
icbmclassic:bombcart:11, Breaching Minecart
icbmclassic:bombcart:13, Thermobaric Minecart
icbmclassic:bombcart:17, Exothermic Minecart
icbmclassic:bombcart:1, Shrapnel Minecart
icbmclassic:bombcart:20, Ender Minecart
icbmclassic:bombcart:16, EMP Minecart
icbmclassic:bombcart:18, Endothermic Minecart
icbmclassic:bombcart:12, Colorful Minecart
icbmclassic:bombcart:9, Contagious Minecart
icbmclassic:bombcart:3, Debilitation Minecart
icbmclassic:bombcart:15, Nuclear Minecart
icbmclassic:bombcart:0, Explosive Cart
icbmclassic:bombcart:19, Anti-Gravitational Minecart
icbmclassic:bombcart:4, Chemical Minecart
icbmclassic:bombcart:14, Smoke Marking Minecart
icbmclassic:poisonpowder, Poison Powder
icbmclassic:sulfurdust, Organic Sulfur
icbmclassic:saltpeter, Saltpeter
icbmclassic:saltpeter_ball, Saltpeter Starter
icbmclassic:antidote, Antidote
icbmclassic:defuser, Defuse Kit
icbmclassic:radargun:0, Laser Range Finder
icbmclassic:remotedetonator:0, Remote Detonator
icbmclassic:laserdetonator:0, Laser Designator
icbmclassic:rocketlauncher, Rocket Launcher: Direct
icbmclassic:ballisticlauncher, Rocket Launcher: Ballistic
icbmclassic:explosive_missile:5, Anvil Missile
icbmclassic:explosive_missile:6, Repulsive Missile
icbmclassic:explosive_missile:7, Attractive Missile
icbmclassic:explosive_missile:10, Sonic Missile
icbmclassic:explosive_missile:22, Antimatter Missile
icbmclassic:explosive_missile:2, Incendiary Missile
icbmclassic:explosive_missile:23, Red Matter Missile
icbmclassic:explosive_missile:8, Fragmentation Missile
icbmclassic:explosive_missile:11, Breaching Missile
icbmclassic:explosive_missile:13, Thermobaric Missile
icbmclassic:explosive_missile:17, Exothermic Missile
icbmclassic:explosive_missile:1, Shrapnel Missile
icbmclassic:explosive_missile:20, Ender Missile
icbmclassic:explosive_missile:16, EMP Missile
icbmclassic:explosive_missile:18, Endothermic Missile
icbmclassic:explosive_missile:12, Colorful Missile
icbmclassic:explosive_missile:9, Contagious Missile
icbmclassic:explosive_missile:3, Debilitation Missile
icbmclassic:explosive_missile:15, Nuclear Missile
icbmclassic:explosive_missile:0, Conventional Missile
icbmclassic:explosive_missile:19, Anti-Gravitational Missile
icbmclassic:explosive_missile:4, Chemical Missile
icbmclassic:explosive_missile:14, Smoke Marking Missile
icbmclassic:explosive_missile:24, Empty ICBM
icbmclassic:surface_to_air_missile, Surface to Air Missile
icbmclassic:cluster_missile, Cluster Missile
icbmclassic:bomblet, Bomblet
icbmclassic:parachute:0, Payload Parachute
icbmclassic:parachute:0, Payload Parachute
icbmclassic:parachute:0, Payload Parachute
icbmclassic:parachute:0, Payload Parachute
icbmclassic:balloon:0, item.icbmclassic:balloon.name
icbmclassic:balloon:0, item.icbmclassic:balloon.name
icbmclassic:glasspressureplate, Glass Pressure Plate
icbmclassic:glassbutton, Glass Button
icbmclassic:spikes:0, Spikes
icbmclassic:spikes:1, Poison Spikes
icbmclassic:spikes:2, Flammable Spikes
icbmclassic:concrete:0, Concrete
icbmclassic:concrete:1, Compact Concrete
icbmclassic:concrete:2, Reinforced Concrete
icbmclassic:reinforcedglass, Reinforced Glass
icbmclassic:explosives:5, Anvil Explosives
icbmclassic:explosives:6, Repulsive Explosives
icbmclassic:explosives:7, Attractive Explosives
icbmclassic:explosives:10, Sonic Explosives
icbmclassic:explosives:22, Antimatter Explosives
icbmclassic:explosives:2, Incendiary Explosives
icbmclassic:explosives:23, Red Matter Explosives
icbmclassic:explosives:8, Fragmentation Explosives
icbmclassic:explosives:11, Breaching Explosives
icbmclassic:explosives:13, Thermobaric Explosives
icbmclassic:explosives:17, Exothermic Explosives
icbmclassic:explosives:1, Shrapnel Explosives
icbmclassic:explosives:20, Ender Explosives
icbmclassic:explosives:16, EMP Explosives
icbmclassic:explosives:18, Endothermic Explosives
icbmclassic:explosives:12, Colorful Explosives
icbmclassic:explosives:9, Contagious Explosives
icbmclassic:explosives:3, Debilitation Explosives
icbmclassic:explosives:15, Nuclear Explosives
icbmclassic:explosives:0, Condensed Explosives
icbmclassic:explosives:19, Anti-Gravitational Explosives
icbmclassic:explosives:4, Chemical Explosives
icbmclassic:explosives:14, Smoke Marking Explosives
icbmclassic:emptower:0, EMP Tower
icbmclassic:emptower:1, EMP Tower Extender
icbmclassic:radarstation, Radar Station
icbmclassic:launcherframe, Launcher Frame
icbmclassic:launcherbase, Launcher Pad
icbmclassic:launcher_connector, Launcher Connector
icbmclassic:launcherscreen, Launcher Screen
icbmclassic:cruiselauncher, Cruise Launcher
icbmclassic:ingot:0, Steel Ingot
icbmclassic:ingot:1, Copper Ingot
icbmclassic:clump:0, Coal Encased Iron
icbmclassic:plate:0, Steel Plate
icbmclassic:plate:1, Iron Plate
icbmclassic:circuit:0, Basic Circuit
icbmclassic:circuit:1, Advanced Circuit
icbmclassic:circuit:2, Elite Circuit
icbmclassic:wire:0, Copper Wire
icbmclassic:wire:1, Gold Wire
icbmclassic:battery:0, Battery
industrialrenewal:chunk_hematite, Hematite Chunk
industrialrenewal:prospecting_pan, Prospecting Pan
industrialrenewal:ir_manual, Industrial Renewal Manual
industrialrenewal:ingot_steel, Steel Ingot
industrialrenewal:sponge_iron, Sponge Iron
industrialrenewal:screwdrive, Powered Screwdrive
industrialrenewal:cart_linkable, Cart Linking Wrench
industrialrenewal:steel_saw, Steel Saw
industrialrenewal:cargo_container, Cargo Cart
industrialrenewal:cart_hopper, Bulk Cargo Cart
industrialrenewal:fluid_container, Fluid Tank Cart
industrialrenewal:steam_locomotive, Steam Locomotive (WIP)
industrialrenewal:log_cart, Log Cart
industrialrenewal:passenger_car, Passenger Cart
industrialrenewal:minecart_flat, Flat Cart
industrialrenewal:tender, Tender
industrialrenewal:small_slab, Small Slab
industrialrenewal:stick_iron, Iron Rod
industrialrenewal:stick_steel, Steel Rod
industrialrenewal:medkit, MedKit
industrialrenewal:item_fire_extinguisher, Fire Extinguisher
industrialrenewal:safety_helmet, Safety Helmet
industrialrenewal:safety_belt, Safety Belt
industrialrenewal:record_royal_entrance, Music Disc
industrialrenewal:plow_iron, Iron Snow Plow (WIP)
industrialrenewal:cartridge_plus, Redstone Cartridge Plus
industrialrenewal:cartridge_minus, Redstone Cartridge Minus
industrialrenewal:cartridge_half, Redstone Cartridge Half
industrialrenewal:cartridge_double, Redstone Cartridge Double
industrialrenewal:cartridge_inverter, Redstone Cartridge Inverter
industrialrenewal:coil_hv, Ultra-HV Wire Coil
industrialrenewal:pointer, item.industrialrenewal.pointer.name
industrialrenewal:limiter, item.industrialrenewal.limiter.name
industrialrenewal:pointer_long, item.industrialrenewal.pointer_long.name
industrialrenewal:bar_level, item.industrialrenewal.bar_level.name
industrialrenewal:fire, item.industrialrenewal.fire.name
industrialrenewal:barrel_item, Barrel
industrialrenewal:firebox_solid, Firebox for Solid Fuel
industrialrenewal:firebox_fluid, Firebox for Liquid Fuel
industrialrenewal:battery, Battery
industrialrenewal:battery_lithium, Lithium Battery
industrialrenewal:motor, Motor
industrialrenewal:small_wind_blade, Wind Generator Blades
industrialrenewal:drill_steel, Steel Drill
industrialrenewal:drill_diamond, Diamond Drill
industrialrenewal:drill_deep, Deep Drill
industrialrenewal:fluid_loader_arm, item.industrialrenewal.fluid_loader_arm.name
industrialrenewal:rotary_drum, item.industrialrenewal.rotary_drum.name
industrialrenewal:lathecutter, item.industrialrenewal.lathecutter.name
industrialrenewal:indicator_on, item.industrialrenewal.indicator_on.name
industrialrenewal:indicator_off, item.industrialrenewal.indicator_off.name
industrialrenewal:switch_on, item.industrialrenewal.switch_on.name
industrialrenewal:switch_off, item.industrialrenewal.switch_off.name
industrialrenewal:push_button, item.industrialrenewal.push_button.name
industrialrenewal:label_5, item.industrialrenewal.label_5.name
industrialrenewal:disc_r, item.industrialrenewal.disc_r.name
industrialrenewal:regen_wand, Wand of Deep Vein Search
industrialrenewal:orevein_hematite, Hematite
industrialrenewal:block_hazard, Physical Hazard
industrialrenewal:aisle_hazard, Housekeeping and Aisle Hazard
industrialrenewal:caution_hazard, Traffic and Caution Hazard
industrialrenewal:defective_hazard, Defective Machinery Hazard
industrialrenewal:fire_hazard, Fire Prevention Hazard
industrialrenewal:radiation_hazard, Radiation Hazard
industrialrenewal:safety_hazard, Safety and First Aid Hazard
industrialrenewal:concrete, Concrete
industrialrenewal:block_steel, Block of Steel
industrialrenewal:platform, Platform
industrialrenewal:roof, Roof
industrialrenewal:frame, Rail Frame
industrialrenewal:catwalk_hatch, Hatch
industrialrenewal:bunker_hatch, Bunker Hatch
industrialrenewal:window, Windows
industrialrenewal:catwalk, Catwalk
industrialrenewal:handrail, Handrail
industrialrenewal:catwalk_stair, Stair
industrialrenewal:catwalk_ladder, Caged Ladder
industrialrenewal:catwalk_gate, Catwalk Gate
industrialrenewal:catwalk_pillar, Pillar
industrialrenewal:catwalk_column, Column
industrialrenewal:brace, Brace Beam
industrialrenewal:catwalk_steel, Steel Catwalk
industrialrenewal:handrail_steel, Steel Handrail
industrialrenewal:catwalk_stair_steel, Steel Stair
industrialrenewal:catwalk_ladder_steel, Caged Steel Ladder
industrialrenewal:catwalk_steel_pillar, Steel Pillar
industrialrenewal:catwalk_column_steel, Steel Column
industrialrenewal:brace_steel, Steel Brace Beam
industrialrenewal:lathe, Lathe Machine
industrialrenewal:alarm, Industrial Alarm
industrialrenewal:entity_detector, Entity Detector
industrialrenewal:flame_detector, Flame Detector
industrialrenewal:sensor_rain, Rain Sensor
industrialrenewal:fuse_box, Fuse Box
industrialrenewal:conduit_extension, Fuse Box Extension
industrialrenewal:conduit_connector, Redstone Fuse Box Connector
industrialrenewal:signal_indicator, Signal Indicator
industrialrenewal:traffic_light, Traffic Light
industrialrenewal:firstaid_kit, First-aid Box
industrialrenewal:record_player, Multi Record Player
industrialrenewal:locker, Locker
industrialrenewal:bunkbed, Bunk Bed
industrialrenewal:gutter, Gutter
industrialrenewal:block_chimney, Chimney
industrialrenewal:scaffold, Scaffold
industrialrenewal:electric_fence, Electric Fence
industrialrenewal:fence_big_column, Big Fence Column
industrialrenewal:fence_big_corner, Big Fence Corner
industrialrenewal:fence_big_corner_inner, Big Fence Inner Corner
industrialrenewal:wall_concrete, Concrete Wall
industrialrenewal:fence_big_wire, Big Fence Wire
industrialrenewal:electric_gate, Electric Gate
industrialrenewal:razor_wire, Razor Wire
industrialrenewal:dam_intake, Dam Intake
industrialrenewal:dam_outflow, Dam OutFlow
industrialrenewal:sign_hv, Hazard Sign
industrialrenewal:fluorescent, Fluorescent Light
industrialrenewal:light, External Light
industrialrenewal:industrial_floor, Industrial Floor
industrialrenewal:isolator_hv, Ultra-HV Isolator
industrialrenewal:energy_cable_lv, Energy Cable LV
industrialrenewal:energy_cable, Energy Cable MV
industrialrenewal:energy_cable_hv, Energy Cable HV
industrialrenewal:cable_tray, Cable Tray
industrialrenewal:fluid_pipe, Fluid Pipe
industrialrenewal:energy_switch, Energy Breaker
industrialrenewal:valve_pipe_large, Fluid Valve
industrialrenewal:infinity_generator, Creative Infinity §mScam§r §fEnergy Generator
industrialrenewal:solar_panel, Basic Solar Panel
industrialrenewal:solar_panel_frame, Solar Panel Frame
industrialrenewal:small_wind_turbine, Wind Turbine
industrialrenewal:small_wind_turbine_pillar, Wind Turbine Pillar
industrialrenewal:portable_generator, Portable Generator
industrialrenewal:normal_rail, Rail
industrialrenewal:booster_rail, Booster Rail
industrialrenewal:crossing_rail, Crossing Rail
industrialrenewal:detector_rail, Detector Rail
industrialrenewal:rail_loader, Transfer Rail
industrialrenewal:rail_gate, Rail Gate
industrialrenewal:buffer_stop_rail, Buffer Stop Rail
industrialrenewal:cargo_loader, Cargo Cart Transfer
industrialrenewal:fluid_loader, Fluid Cart Transfer
industrialrenewal:fluid_gauge, Fluid Gauge
industrialrenewal:energy_level, Energy Level Indicator
industrialrenewal:button_red, Emergency Button
industrialrenewal:battery_bank, Battery Bank
industrialrenewal:electric_pump, Electric Pump
industrialrenewal:trash, Trash Bin
industrialrenewal:transformer_hv, Ultra-HV Transformer
industrialrenewal:dam_turbine, Dam Turbine
industrialrenewal:dam_generator, Dam Generator
industrialrenewal:dam_axis, Turbine Shaft
industrialrenewal:high_pressure_pipe, High Pressure Pipe
industrialrenewal:fluid_tank, Fluid Tank
industrialrenewal:ind_battery_bank, Industrial Battery Bank
industrialrenewal:storage_rack, Storage Rack (Crate)
industrialrenewal:storage_chest, Storage Rack (Chest)
industrialrenewal:steam_boiler, Steam Boiler
industrialrenewal:steam_turbine, Steam Turbine
industrialrenewal:mining, Mining Drill
industrialrenewal:eotm, Employee of the Month Award
industrialrenewal:eotm_andrboot, Employee of the Month (andrboot)
industrialrenewal:eotm_ic2exp, Employee of the Month (ic2exp)
industrialrenewal:chunk_loader, Chunk Loader
industrialrenewal:conveyor_bulk, Bulk Conveyor
industrialrenewal:steam, Steam
jecalculation:item_calculator:0, Crafting Calculator
jecalculation:item_calculator:1, Math Calculator
littleframes:creative_frame, Creative Frame
littletiles:hammer:0, Little Hammer
littletiles:recipeadvanced:0, Little Blueprint
littletiles:saw, Little Saw
littletiles:container, Little Bag
littletiles:wrench, Little Wrench
littletiles:screwdriver:0, Little Screwdriver
littletiles:chisel:0, Little Chisel
littletiles:colortube:0, Little Paint Brush
littletiles:grabber:0, Little Glove
littletiles:premade:0, Little Workbench
littletiles:premade:0, Little Importer
littletiles:premade:0, Little Exporter
littletiles:premade:0, Particle Emitter
littletiles:premade:0, Blank-o-matic
littletiles:premade:0, Single Cable (1-bit)
littletiles:premade:0, Single Cable (4-bit)
littletiles:premade:0, Single Cable (16-bit)
littletiles:premade:0, Single Output (1-bit)
littletiles:premade:0, Single Output (4-bit)
littletiles:premade:0, Single Output (16-bit)
littletiles:premade:0, Single Input (1-bit)
littletiles:premade:0, Single Input (4-bit)
littletiles:premade:0, Single Input (16-bit)
littletiles:premade:0, Signal Display (16 bit)
littletiles:premade:0, Structure Builder
littletiles:ltstorageblocktile, Little Storage Block
littletiles:ltcoloredblock:0, Dyeable Clean
littletiles:ltcoloredblock:1, Dyeable Floor
littletiles:ltcoloredblock:2, Dyeable Grainy Big
littletiles:ltcoloredblock:3, Dyeable Grainy
littletiles:ltcoloredblock:4, Dyeable Grainy Low
littletiles:ltcoloredblock:5, Dyeable Brick
littletiles:ltcoloredblock:6, Dyeable Bordered
littletiles:ltcoloredblock:7, Dyeable Brick Big
littletiles:ltcoloredblock:8, Dyeable Chiseled
littletiles:ltcoloredblock:9, Dyeable Broken Brick Big
littletiles:ltcoloredblock:10, Dyeable Clay
littletiles:ltcoloredblock:12, Lava Block
littletiles:ltcoloredblock:13, Dyeable Strips
littletiles:ltcoloredblock:14, White Lava Block
littletiles:ltcoloredblock2:0, Dyeable Gravel
littletiles:ltcoloredblock2:1, Dyeable Sand
littletiles:ltcoloredblock2:2, Dyeable Stone
littletiles:ltcoloredblock2:3, Dyeable Cork
littletiles:ltcoloredblock2:4, White Opaque Water
littletiles:lttransparentcoloredblock:5, Water
littletiles:lttransparentcoloredblock:6, White Water
littletiles:ltsinglecable, tile.ltsinglecable.name
littletiles:ltinput, tile.ltinput.name
littletiles:ltoutput, tile.ltoutput.name
littletiles:signal_converter, Signal Converter
mcheli:spawn_gunner_vs_monster, Gunner (vs Monster)
mcheli:spawn_gunner_vs_player, Gunner (vs Player of other team)
mcheli:rangefinder, Laser Rangefinder
mcheli:wrench, Wrench
mcheli:fuel, Fuel
mcheli:gltd, GLTD:Target Designator
mcheli:chain, Chain
mcheli:parachute, Parachute
mcheli:container, Container
mcheli:uav_station, UAV Station
mcheli:uav_station2, Portable UAV Controller
mcheli:internal, item.mcheli:internal.name
mcheli:m18_red, M18 smoke (Red)
mcheli:m18_yellow, M18 smoke (Yellow)
mcheli:m18_violet, M18 smoke (Violet)
mcheli:m18_green, M18 smoke (Green)
mcheli:fim92_bullet, FIM-92 Stinger missile
mcheli:fgm148_bullet, FGM-148 Javelin missile
mcheli:fim92, FIM-92 Stinger
mcheli:fgm148, FGM-148 Javelin
mcheli:ka52, Ka-52 Hokum B
mcheli:ch47, CH47 chnuke
mcheli:mq-8b, MQ-8B Fire Scout
mcheli:ah-1z, AH-1Z Viper
mcheli:bell207, Bell207 Sioux Scout
mcheli:oh-1, Kawasaki OH-1
mcheli:ka-27, Ka-27 Helix
mcheli:ka50n, Ka-50N Hokum A
mcheli:ka-29, Ka-29 Helix B
mcheli:sh-3, SH-3 Sea King
mcheli:mi28, Mi-28N Havoc
mcheli:mi-24ps, Mi-24PS Hind
mcheli:mh-53e, MH-53E Sea Dragon
mcheli:w3, PZL W-3PL Gluszec
mcheli:robinson_r44, Robinson R44
mcheli:penetrator, Bell Penetrator
mcheli:rc-goblin, RC Goblin
mcheli:ah-64, AH-64D Apache Longbow
mcheli:nh90, NHIndustries NH90-TTH
mcheli:mi-24, Mi-24VP Hind
mcheli:fl282, Flettner Fl 282
mcheli:bell206l, Bell 206L LongRanger
mcheli:ec665, EC665 Tiger UHT
mcheli:mh-60l_dap, MH-60L DAP
mcheli:uh-1c, UH-1C Iroquois
mcheli:ah-6x, Boeing AH-6
mcheli:mh-60g, MH60G PaveHawk
mcheli:sh-60, SH-60 Seahawk
mcheli:mh-6, MH-6 Little Bird
mcheli:robinson_r44f, Robinson R44 Float
mcheli:bell47gf, Bell47G float
mcheli:ah-6, AH-6 Killer Egg
mcheli:bell47g, Bell47G
mcheli:rc-goblin-bomb, RC Goblin with Bomb
mcheli:cessna172, Cessna 172
mcheli:tornado-ids, Panavia Tornado IDS
mcheli:mqm170, MQM-170 Outlaw(Target drone)
mcheli:f4a, F-4A PhantomII
mcheli:project1204, Project1204 Shmel Partol-Boat
mcheli:b-2a, B-2A Spirit
mcheli:cb90, CB90 Combat Boat
mcheli:emb314, EMB 314 Super Tucano
mcheli:f-15s_mtd, F-15 S/MTD
mcheli:h8k, Kawanishi H8K
mcheli:macchi_mc72, macchi_M.C.72
mcheli:t-4, T-4(Trainer)
mcheli:e767, E767
mcheli:fuel_truck, Fuel truck
mcheli:su-33, Su-33 Flanker-D
mcheli:an2, An-2
mcheli:mark5, Mk.5 Special Operations Craft
mcheli:a-10, A-10 Thunderbolt II
mcheli:b29, B-29 Superfortress
mcheli:ac-130, AC-130H Spectre
mcheli:c5, C5A galaxy
mcheli:a6m2, ZERO type21
mcheli:harrier, AV-8B Harrier II
mcheli:stinger_390x, Chris Craft Stinger 390x
mcheli:fi167, Fieseler Fi167
mcheli:f1m, F1M Pate
mcheli:su-47, Su-47 Berkut
mcheli:bqm_74e, BQM-74E CHUKAR III(Target drone)
mcheli:p180, Piaggio P.180 Avanti II
mcheli:fa18f, F/A-18F
mcheli:skylark, Elbit Skylark
mcheli:mv-22, MV-22 Osprey
mcheli:f14d, F-14D Super Tomcat
mcheli:f22a, F-22A Raptor
mcheli:p-51d, P-51D Mustang
mcheli:pzl-m18, PZL M-18 Dromader
mcheli:x-47b, X-47B Pegasus
mcheli:n1k1, Rex N1K1
mcheli:md90, MD-90-30
mcheli:mig29, MiG-29 Fulcrum
